registration_number,business_type,registration_date,name_in_pdf,search_name,association,source_page,match_status,match_count,official_name,corporate_number,official_address_with_postcode
7604,第３種,平成30年07月05日,鈺誠株式会社,鈺誠株式会社,,16,unique_match,1,鈺誠株式会社,1010001184699,〒134-0081 東京都江戸川区北葛西２丁目１１番２号
7609,第３種,平成30年07月12日,スマイニ―観光株式会社,スマイニ―観光株式会社,ＡＮＴＡ,16,not_found,0,,,
7614,第２種,平成30年07月19日,株式会社ＲＥＡ,株式会社ＲＥＡ,ＡＮＴＡ,16,duplicate_name,10,,,
7616,第２種,平成30年07月26日,株式会社ＭＰａｎｄＣ,株式会社ＭＰａｎｄＣ,,16,unique_match,1,株式会社ＭＰａｎｄＣ,7011001096937,〒141-0033 東京都品川区西品川１丁目１番１号住友不動産大崎ガーデンタワー
7618,第２種,平成30年08月02日,株式会社アイビーアイ,株式会社アイビーアイ,ＡＮＴＡ,16,duplicate_name,2,,,
7619,第３種,平成30年08月02日,ＡＮＡビジネスジェット株式会社,ＡＮＡビジネスジェット株式会社,ＪＡＴＡ,16,unique_match,1,ＡＮＡビジネスジェット株式会社,9010401139007,〒105-0003 東京都港区西新橋１丁目１８番６号
7620,第２種,平成30年08月02日,公益財団法人東京ＹＭＣＡ,公益財団法人東京ＹＭＣＡ,ＡＮＴＡ,16,unique_match,1,公益財団法人東京ＹＭＣＡ,1010605002380,〒169-0051 東京都新宿区西早稲田２丁目３番１８号日本キリスト教会館６階
7623,地域限定,平成30年08月09日,一般社団法人青梅市観光協会,一般社団法人青梅市観光協会,,16,unique_match,1,一般社団法人青梅市観光協会,9013105001432,〒198-0042 東京都青梅市東青梅１丁目２番地の５東青梅センタービル３階
7625,第３種,平成30年08月23日,株式会社アクアツアーズ,株式会社アクアツアーズ,ＡＮＴＡ,16,unique_match,1,株式会社アクアツアーズ,5011601022583,〒132-0034 東京都江戸川区小松川３丁目５番３－７、２階
7626,第３種,平成30年08月23日,清森旅行株式会社,清森旅行株式会社,,16,unique_match,1,清森旅行株式会社,1011801034861,〒196-0011 東京都昭島市上川原町２丁目１４番１１号
7628,第３種,平成30年08月23日,株式会社Trip.com Air Ticketing Japan,株式会社Trip.com Air Ticketing Japan,ＪＡＴＡ,16,unique_match,1,株式会社Ｔｒｉｐ．ｃｏｍ　Ａｉｒ　Ｔｉｃｋｅｔｉｎｇ　Ｊａｐａｎ,7010001184495,〒100-0004 東京都千代田区大手町２丁目６番４号ＴＯＫＹＯＴＯＲＣＨ常盤橋タワー２４Ｆ
7629,第３種,平成30年08月23日,株式会社ワールディング,株式会社ワールディング,ＡＮＴＡ,16,unique_match,1,株式会社ワールディング,4011101066181,〒160-0004 東京都新宿区四谷３丁目１番３号
7633,第３種,平成30年08月30日,有限会社タガミ(Ｈａｗａｉｉａｎ　ＳＫＹ),有限会社タガミ,ＡＮＴＡ,16,duplicate_name,4,,,
7634,第３種,平成30年08月30日,ツーリンクスジャパン株式会社,ツーリンクスジャパン株式会社,ＡＮＴＡ,16,unique_match,1,ツーリンクスジャパン株式会社,2011701021686,〒132-0024 東京都江戸川区一之江８丁目１９番６号
7636,第３種,平成30年08月30日,株式会社マックスサファリ,株式会社マックスサファリ,,16,unique_match,1,株式会社マックスサファリ,4010001177353,〒104-0061 東京都中央区銀座５丁目１４番１６号
7637,第２種,平成30年09月06日,大江戸温泉物語ホテルズ＆リゾーツ株式会社,大江戸温泉物語ホテルズ＆リゾーツ株式会社,ＡＮＴＡ,16,not_found,0,,,
7638,第２種,平成30年09月06日,株式会社フェアトラベルジャパン,株式会社フェアトラベルジャパン,ＡＮＴＡ,16,unique_match,1,株式会社フェアトラベルジャパン,2011001121996,〒151-0063 東京都渋谷区富ヶ谷２丁目４１番１２号富ヶ谷小川ビル２階
7639,第２種,平成30年09月06日,株式会社縁トラベル,株式会社縁トラベル,ＡＮＴＡ,16,unique_match,1,株式会社縁トラベル,8011101084428,〒160-0017 東京都新宿区左門町３番地１
7640,第３種,平成30年09月06日,株式会社大和通信社,株式会社大和通信社,ＡＮＴＡ,16,unique_match,1,株式会社大和通信社,2010001021711,〒101-0041 東京都千代田区神田須田町１丁目８番地
7641,第２種,平成30年09月06日,株式会社ワールドジョイントコーポレーションジャパン(World　Joint　Travel),株式会社ワールドジョイントコーポレーションジャパン,ＪＡＴＡ,16,unique_match,1,株式会社ワールドジョイントコーポレーションジャパン,4011801034272,〒103-0016 東京都中央区日本橋小網町１１番４号ＢｉｚＦｅｅｌ茅場町４階
7642,第３種,平成30年09月13日,株式会社東木旅行,株式会社東木旅行,ＡＮＴＡ,16,unique_match,1,株式会社東木旅行,9013301040300,〒101-0047 東京都千代田区内神田１丁目５－９丸山ビル２階
7643,第３種,平成30年09月13日,和氣　康志(ヤナギツーリスト),和氣　康志,,16,not_found,0,,,
7644,第２種,平成30年09月20日,株式会社ジャパン・リリーフ,株式会社ジャパン・リリーフ,ＡＮＴＡ,16,unique_match,1,株式会社ジャパン・リリーフ,4010001136953,〒108-0023 東京都港区芝浦４丁目９番２５号
7645,第３種,平成30年09月20日,株式会社エムティーシージャパン,株式会社エムティーシージャパン,ＪＡＴＡ,16,unique_match,1,株式会社エムティーシージャパン,9011101084864,〒160-0022 東京都新宿区新宿２丁目１６番８号
7648,第３種,平成30年09月27日,株式会社サニー・ラボ,株式会社サニー・ラボ,ＡＮＴＡ,16,unique_match,1,株式会社サニー・ラボ,3030001101403,〒105-0011 東京都港区芝公園１丁目２番１０号
7649,第３種,平成30年09月27日,株式会社ビュンビュンツアーズ,株式会社ビュンビュンツアーズ,ＡＮＴＡ,16,unique_match,1,株式会社ビュンビュンツアーズ,6010801027020,〒143-0015 東京都大田区大森西３丁目２１－９常陽マンション１０１号
7650,第３種,平成27年10月20日,グーリィー株式会社(スパークジョイツアー),グーリィー株式会社,ＡＮＴＡ,16,unique_match,1,グーリィー株式会社,1030001061590,〒253-0045 神奈川県茅ヶ崎市十間坂１丁目１番２３号
7654,地域限定,平成30年10月04日,一般社団法人武蔵野市観光機構,一般社団法人武蔵野市観光機構,,16,unique_match,1,一般社団法人武蔵野市観光機構,2012405002972,〒180-0004 東京都武蔵野市吉祥寺本町１丁目１０番７号
7655,第３種,平成29年07月21日,株式会社山和旅行,株式会社山和旅行,,16,unique_match,1,株式会社山和旅行,5180001128248,〒131-0043 東京都墨田区立花４丁目１９－３
7657,第２種,平成30年10月11日,ＴａｋｅＭｅ株式会社,ＴａｋｅＭｅ株式会社,,16,unique_match,1,ＴａｋｅＭｅ株式会社,4010401121860,〒105-0003 東京都港区西新橋１丁目１８番６号クロスオフィス内幸町２階
7658,第２種,平成30年10月18日,株式会社グローバルトラストネットワークス,株式会社グローバルトラストネットワークス,ＪＡＴＡ,16,unique_match,1,株式会社グローバルトラストネットワークス,2013301022734,〒170-0013 東京都豊島区東池袋１丁目２１番１１号
7659,第３種,平成30年10月18日,株式会社日佳国際旅行,株式会社日佳国際旅行,,16,unique_match,1,株式会社日佳国際旅行,2010501042380,〒110-0005 東京都台東区上野５丁目１２－９第三江波戸ビル５０２
7661,第３種,平成27年12月02日,ＪＴＳ株式会社,ＪＴＳ株式会社,,16,duplicate_name,16,,,
7662,第２種,平成30年10月25日,コーヨーホールディングス株式会社(旅行事業部),コーヨーホールディングス株式会社,ＪＡＴＡ,16,duplicate_name,2,,,
7664,第２種,平成30年10月25日,ブリジアン株式会社(ブリジアントラベル),ブリジアン株式会社,ＡＮＴＡ,16,unique_match,1,ブリジアン株式会社,6010001137710,〒104-0061 東京都中央区銀座８丁目１８－４ＴｈｅＦｏｒｍｅＧｉｎｚａ５Ｆ
7666,第３種,平成30年11月01日,株式会社メセナフィールドアークス,株式会社メセナフィールドアークス,ＡＮＴＡ,16,unique_match,1,株式会社メセナフィールドアークス,4011701021949,〒103-0025 東京都中央区日本橋茅場町２丁目１７番５号
7668,第３種,平成30年11月01日,おはようトラベル株式会社,おはようトラベル株式会社,ＡＮＴＡ,17,unique_match,1,おはようトラベル株式会社,7013403000427,〒206-0804 東京都稲城市百村１６１９番地の１－６０７
7669,第３種,平成30年11月01日,シングルサポート株式会社,シングルサポート株式会社,ＡＮＴＡ,17,unique_match,1,シングルサポート株式会社,4011001123883,〒150-0002 東京都渋谷区渋谷１丁目３番１８号ビラモデルナＡ２１０
7672,第３種,平成30年11月01日,株式会社ジャパン・ランド・サービス,株式会社ジャパン・ランド・サービス,ＡＮＴＡ,17,unique_match,1,株式会社ジャパン・ランド・サービス,2011301024321,〒167-0043 東京都杉並区上荻３丁目１０番１０号
7673,第２種,平成30年11月01日,Tour&Charter International株式会社,Tour&Charter International株式会社,ＡＮＴＡ,17,unique_match,1,Ｔｏｕｒ＆Ｃｈａｒｔｅｒ　Ｉｎｔｅｒｎａｔｉｏｎａｌ株式会社,7011101084981,〒103-0006 東京都中央区日本橋富沢町１１－１９
7675,第３種,平成30年11月01日,ＦＴ株式会社,ＦＴ株式会社,,17,duplicate_name,8,,,
7680,第３種,平成30年11月08日,株式会社ベストサービス(ＢＴＳトラベル),株式会社ベストサービス,,17,duplicate_name,19,,,
7682,第２種,平成30年11月15日,株式会社ＪＨＡＴ,株式会社ＪＨＡＴ,ＪＡＴＡ,17,unique_match,1,株式会社ＪＨＡＴ,7010401138984,〒105-0012 東京都港区芝大門１丁目１０番４号
7685,第３種,平成15年07月03日,株式会社アジアトラベル,株式会社アジアトラベル,ＡＮＴＡ,17,duplicate_name,2,,,
7686,第３種,平成30年11月22日,インターナショナル・クルーズ・マーケティング株式会社(ＩＣＭ),インターナショナル・クルーズ・マーケティング株式会社,,17,unique_match,1,インターナショナル・クルーズ・マーケティング株式会社,1010401003351,〒107-0052 東京都港区赤坂５丁目２番３３号
7687,第３種,平成30年11月22日,株式会社ぐんぐん,株式会社ぐんぐん,,17,duplicate_name,3,,,
7689,第２種,平成30年11月22日,特定非営利活動法人国際自然大学校,特定非営利活動法人国際自然大学校,ＡＮＴＡ,17,unique_match,1,特定非営利活動法人国際自然大学校,5012405001047,〒201-0004 東京都狛江市岩戸北４丁目１７番１１号
7692,第２種,平成30年11月29日,東双ファシリティ＆サービス株式会社(東双旅行センター),東双ファシリティ＆サービス株式会社,ＪＡＴＡ,17,unique_match,1,東双ファシリティ＆サービス株式会社,9380001016602,〒979-1308 福島県双葉郡大熊町大字下野上字大野１１６番地５
7694,第３種,平成30年12月06日,吉村　健治(ＹＫ企画),吉村　健治,ＡＮＴＡ,17,not_found,0,,,
7695,第３種,平成30年12月13日,東恒国際株式会社,東恒国際株式会社,,17,unique_match,1,東恒国際株式会社,4012401030422,〒170-0013 東京都豊島区東池袋３丁目８番５号パレ・ドール池袋３０１
7696,第２種,平成30年12月13日,株式会社ポケットカルチャー,株式会社ポケットカルチャー,ＪＡＴＡ,17,not_found,0,,,
7698,地域限定,平成30年12月20日,株式会社ＪＳＴ,株式会社ＪＳＴ,ＡＮＴＡ,17,duplicate_name,22,,,
7699,第２種,平成30年12月20日,リベルタ株式会社(ハートランド・ジャパン),リベルタ株式会社,ＪＡＴＡ,17,duplicate_name,10,,,
7700,第３種,平成30年12月20日,株式会社ジェイシーブリッジ,株式会社ジェイシーブリッジ,ＡＮＴＡ,17,duplicate_name,2,,,
7705,第２種,平成30年12月27日,リソル不動産株式会社,リソル不動産株式会社,ＪＡＴＡ,17,unique_match,1,リソル不動産株式会社,9011101026800,〒160-0023 東京都新宿区西新宿６丁目２４番１号
7707,第３種,平成30年12月27日,イセップ株式会社,イセップ株式会社,,17,unique_match,1,イセップ株式会社,7010001149192,〒103-0003 東京都中央区日本橋横山町６－４
7709,第３種,平成30年12月27日,株式会社ＪＣトラベルサービス,株式会社ＪＣトラベルサービス,,17,unique_match,1,株式会社ＪＣトラベルサービス,1011101085746,〒162-0814 東京都新宿区新小川町８番１８号
7710,第３種,平成30年12月27日,タビィコム株式会社,タビィコム株式会社,ＡＮＴＡ,17,unique_match,1,タビィコム株式会社,4010401092771,〒103-0025 東京都中央区日本橋茅場町２丁目１７－１３第２井上ビル４０３
7711,第３種,平成31年01月10日,株式会社旅のデザインラボ,株式会社旅のデザインラボ,,17,unique_match,1,株式会社旅のデザインラボ,6010101013480,〒192-0044 東京都八王子市富士見町４０番６号
7712,第３種,平成31年01月10日,和澤国際交流株式会社,和澤国際交流株式会社,ＡＮＴＡ,17,unique_match,1,和澤国際交流株式会社,5030001120005,〒170-0002 東京都豊島区巣鴨１丁目２０番１２号冨貴ビル４Ｆ
7714,第３種,平成31年01月10日,株式会社ＯＫ・ワールド,株式会社ＯＫ・ワールド,,17,unique_match,1,株式会社ＯＫ・ワールド,8011201014549,〒167-0051 東京都杉並区荻窪５丁目１番９号４０１号室
7716,第２種,平成31年01月17日,株式会社ＮｅａｒＭｅ,株式会社ＮｅａｒＭｅ,ＡＮＴＡ,17,unique_match,1,株式会社ＮｅａｒＭｅ,7010001185064,〒103-0006 東京都中央区日本橋富沢町９番４号
7717,第３種,平成31年01月17日,株式会社東洋トラベル,株式会社東洋トラベル,ＪＡＴＡ,17,unique_match,1,株式会社東洋トラベル,3010801029192,〒170-0013 東京都豊島区東池袋２丁目６２番１０号６０１号室
7719,第３種,平成08年06月07日,株式会社タイリクトラベルサービス,株式会社タイリクトラベルサービス,ＪＡＴＡ,17,unique_match,1,株式会社タイリクトラベルサービス,2013301016141,〒170-0002 東京都豊島区巣鴨１丁目１７番６号中島ビル３Ｆ
7721,第３種,平成31年01月24日,株式会社バッキーノ,株式会社バッキーノ,,17,unique_match,1,株式会社バッキーノ,3010901018203,〒154-0022 東京都世田谷区梅丘１丁目５９番２８号
7722,第３種,平成31年01月24日,須藤　哲志(車いすサポート・東京ハイヤー旅行社),須藤　哲志,,17,not_found,0,,,
7723,第２種,平成31年02月14日,ＪＭＴＳ株式会社,ＪＭＴＳ株式会社,ＡＮＴＡ,17,unique_match,1,ＪＭＴＳ株式会社,6010001192813,〒104-0043 東京都中央区湊２丁目１１番１号シティタワー銀座東４２３号室
7725,第３種,平成31年02月07日,日月商事株式会社,日月商事株式会社,,17,unique_match,1,日月商事株式会社,9030001118747,〒114-0001 東京都北区東十条４丁目６－３
7734,第３種,平成31年02月21日,株式会社ＣＮ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,株式会社ＣＮ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,,17,unique_match,1,株式会社ＣＮ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,4010001168988,〒105-0013 東京都港区浜松町２丁目２－１５
7740,第３種,平成31年03月07日,株式会社アフロシー(スピードアートラベル),株式会社アフロシー,,17,unique_match,1,株式会社アフロシー,7010601042565,〒101-0041 東京都千代田区神田須田町１丁目５番地
7743,第２種,平成31年03月14日,株式会社電通ライブ,株式会社電通ライブ,ＪＡＴＡ,17,unique_match,1,株式会社電通ライブ,4010001050790,〒105-0021 東京都港区東新橋１丁目８番１号
7745,第２種,平成31年03月28日,国際医橋株式会社(ドリームツアー),国際医橋株式会社,ＡＮＴＡ,17,unique_match,1,国際医橋株式会社,7011801035565,〒101-0052 東京都千代田区神田小川町１丁目１０－２ＡＴＥＬＩＥＲＹＯＵＲＳ小川町４０３
7748,第２種,平成31年03月28日,株式会社東横イン,株式会社東横イン,,17,unique_match,1,株式会社東横イン,8010801008365,〒144-0054 東京都大田区新蒲田１丁目７番４号
7752,第３種,平成31年03月28日,Ｓ．ＲＩＤＥ株式会社,Ｓ．ＲＩＤＥ株式会社,,17,unique_match,1,Ｓ．ＲＩＤＥ株式会社,1010401138767,〒105-0021 東京都港区東新橋１丁目５番２号
7753,第３種,平成31年04月04日,ランタウ東京株式会社(ランタウ東京ツアーズ),ランタウ東京株式会社,ＡＮＴＡ,17,unique_match,1,ランタウ東京株式会社,6011001115904,〒125-0032 東京都葛飾区水元４丁目２３－９
7754,第３種,平成31年04月04日,株式会社ＪＢＳ(ＪＢＳトラベル),株式会社ＪＢＳ,,17,duplicate_name,23,,,
7757,第２種,平成31年04月11日,株式会社平山,株式会社平山,,17,duplicate_name,22,,,
7762,第３種,平成31年04月25日,株式会社エクスペクト,株式会社エクスペクト,,17,duplicate_name,5,,,
7763,第３種,平成08年06月18日,株式会社パノラマインターナショナル,株式会社パノラマインターナショナル,ＪＡＴＡ,17,unique_match,1,株式会社パノラマインターナショナル,4010401024329,〒102-0083 東京都千代田区麹町２丁目１０番３号
7764,第２種,平成31年04月25日,株式会社Ouka　International　Travel,株式会社Ouka　International　Travel,ＪＡＴＡ,17,unique_match,1,株式会社Ｏｕｋａ　Ｉｎｔｅｒｎａｔｉｏｎａｌ　Ｔｒａｖｅｌ,8011801035531,〒124-0022 東京都葛飾区奥戸６丁目２１番１１号
7765,第２種,平成31年04月25日,株式会社リンクバル,株式会社リンクバル,ＡＮＴＡ,17,unique_match,1,株式会社リンクバル,1010001143952,〒104-0044 東京都中央区明石町７番１４号
7766,第３種,令和01年05月09日,Ｔ２ワールドエンタープライズ株式会社,Ｔ２ワールドエンタープライズ株式会社,ＪＡＴＡ,17,unique_match,1,Ｔ２ワールドエンタープライズ株式会社,6010001198356,〒103-0027 東京都中央区日本橋２丁目１６番３号日本橋中央ビル４階５２号室
7767,第２種,令和01年05月09日,株式会社ｗｏｎｄｅｒｔｒｕｎｋ＆ｃｏ．,株式会社ｗｏｎｄｅｒｔｒｕｎｋ＆ｃｏ．,ＡＮＴＡ,17,unique_match,1,株式会社ｗｏｎｄｅｒｔｒｕｎｋ＆ｃｏ．,1010401125988,〒150-0042 東京都渋谷区宇田川町３番７号ヒューリック渋谷公園通りビル３階
7768,第３種,令和01年05月09日,Ｔａｂｉｓｔ株式会社,Ｔａｂｉｓｔ株式会社,,17,unique_match,1,Ｔａｂｉｓｔ株式会社,9010403020164,〒105-0022 東京都港区海岸１丁目７番１号東京ポートシティ竹芝
7769,第２種,令和01年05月09日,株式会社Ｃ・Ｉ・Ｔ,株式会社Ｃ・Ｉ・Ｔ,ＡＮＴＡ,17,unique_match,1,株式会社Ｃ・Ｉ・Ｔ,1012701014383,〒187-0022 東京都小平市上水本町２丁目５番１６号
7770,第２種,令和01年05月09日,ＭＯＮＥＴ　Ｔｅｃｈｎｏｌｏｇｉｅｓ株式会社,ＭＯＮＥＴ　Ｔｅｃｈｎｏｌｏｇｉｅｓ株式会社,,17,unique_match,1,ＭＯＮＥＴ　Ｔｅｃｈｎｏｌｏｇｉｅｓ株式会社,6010401141188,〒100-0005 東京都千代田区丸の内３丁目３番１号
7775,第３種,令和01年05月23日,ＪＣＴ株式会社,ＪＣＴ株式会社,ＡＮＴＡ,17,duplicate_name,8,,,
7776,第３種,令和01年05月23日,株式会社東発(ｉＴｏｋｙｏトラベル),株式会社東発,,17,duplicate_name,5,,,
7777,第３種,令和01年05月23日,株式会社ＤＡＷＡ(楽の旅),株式会社ＤＡＷＡ,ＡＮＴＡ,17,unique_match,1,株式会社ＤＡＷＡ,3011501024418,〒114-0024 東京都北区西ケ原１丁目１番１１－４０２号室
7782,第２種,平成30年04月05日,Ｒｅ－Ｊａｐａｎ株式会社,Ｒｅ－Ｊａｐａｎ株式会社,ＡＮＴＡ,17,unique_match,1,Ｒｅ－Ｊａｐａｎ株式会社,2010701033493,〒150-0043 東京都渋谷区道玄坂２丁目１５番１号
7783,第３種,令和01年06月13日,アチェント・アクート株式会社,アチェント・アクート株式会社,ＪＡＴＡ,17,unique_match,1,アチェント・アクート株式会社,5010401116117,〒108-0072 東京都港区白金３丁目１６番１３－６０６号
7785,第３種,平成25年12月02日,株式会社ＤＭＣ,株式会社ＤＭＣ,ＡＮＴＡ,17,duplicate_name,28,,,
7787,第３種,令和01年06月20日,株式会社エイチ,株式会社エイチ,,17,duplicate_name,42,,,
7788,第２種,令和01年06月27日,リーフラストラベル株式会社,リーフラストラベル株式会社,ＡＮＴＡ,17,unique_match,1,リーフラストラベル株式会社,2011001127556,〒150-0013 東京都渋谷区恵比寿４丁目２０番３号
7791,第３種,令和01年06月27日,株式会社ワールドウォーカー,株式会社ワールドウォーカー,,17,duplicate_name,2,,,
7793,第３種,令和01年07月04日,株式会社ＥＴＵ,株式会社ＥＴＵ,,17,unique_match,1,株式会社ＥＴＵ,1010501043388,〒123-0841 東京都足立区西新井６丁目３番３－４０１号
7796,第３種,令和01年07月04日,ＳＰＩＣＥ株式会社,ＳＰＩＣＥ株式会社,,17,duplicate_name,3,,,
7797,第３種,令和01年07月04日,株式会社セリバ,株式会社セリバ,ＪＡＴＡ,17,unique_match,1,株式会社セリバ,1010601053048,〒136-0076 東京都江東区南砂２丁目３１番１１－２０７号
7803,第２種,令和01年07月11日,株式会社ＣｏｎｃｉｅｒｇｅＢＡＮＫ,株式会社ＣｏｎｃｉｅｒｇｅＢＡＮＫ,ＡＮＴＡ,17,unique_match,1,株式会社ＣｏｎｃｉｅｒｇｅＢＡＮＫ,7011001119103,〒107-0052 東京都港区赤坂９丁目７番２号ミッドタウン・イースト４階
7805,第２種,令和01年07月11日,商閎株式会社(富盟トラベル),商閎株式会社,ＡＮＴＡ,17,not_found,0,,,
7807,第３種,平成28年05月31日,株式会社ＡＣＴ　ＪＡＰＡＮ　Ｔ’Ｓ,株式会社ＡＣＴ　ＪＡＰＡＮ　Ｔ’Ｓ,ＡＮＴＡ,17,unique_match,1,株式会社ＡＣＴ　ＪＡＰＡＮ　Ｔ’Ｓ,9140001101741,〒108-0075 東京都港区港南５丁目４番１２号
7809,第２種,令和01年07月18日,株式会社スポーツユニティ,株式会社スポーツユニティ,ＪＡＴＡ,17,duplicate_name,2,,,
7810,第２種,令和01年07月25日,株式会社ミラックストラベル,株式会社ミラックストラベル,ＡＮＴＡ,17,unique_match,1,株式会社ミラックストラベル,8010401145055,〒106-0047 東京都港区南麻布２丁目１０番１３号
7811,第３種,令和01年07月25日,株式会社ペインタフューチャー,株式会社ペインタフューチャー,ＡＮＴＡ,17,unique_match,1,株式会社ペインタフューチャー,2010001168536,〒104-0061 東京都中央区銀座７丁目１３番６号サガミビル２階
7813,第３種,平成30年03月27日,合同会社アイリット(ハマトラベル),合同会社アイリット,,17,unique_match,1,合同会社アイリット,4020003005148,〒135-0047 東京都江東区富岡２丁目９番１－６０１号
7814,第２種,令和01年05月20日,株式会社ビジネスコンサルタント,株式会社ビジネスコンサルタント,ＪＡＴＡ,17,duplicate_name,2,,,
7815,第３種,平成27年03月06日,合同会社ＡＬＴＯＵＲ　ＪＡＰＡＮ(ＡＬＴＯＵＲ　ＪＡＰＡＮ),合同会社ＡＬＴＯＵＲ　ＪＡＰＡＮ,,17,not_found,0,,,
7816,第３種,令和01年08月01日,株式会社Ｍ．Ｙ．Ｋ．インターナショナル,株式会社Ｍ．Ｙ．Ｋ．インターナショナル,ＡＮＴＡ,17,unique_match,1,株式会社Ｍ．Ｙ．Ｋ．インターナショナル,4010001195677,〒104-0061 東京都中央区銀座１丁目１６番７号銀座大栄ビル５階
7818,第２種,令和01年08月08日,ＷＩＬＬＥＲ　ＥＸＰＲＥＳＳ株式会社,ＷＩＬＬＥＲ　ＥＸＰＲＥＳＳ株式会社,,17,unique_match,1,ＷＩＬＬＥＲ　ＥＸＰＲＥＳＳ株式会社,5010401101630,〒136-0082 東京都江東区新木場１丁目１８番１３号
7819,第３種,令和01年08月08日,株式会社ヘプタゴンズ,株式会社ヘプタゴンズ,ＡＮＴＡ,17,unique_match,1,株式会社ヘプタゴンズ,9290001084559,〒816-0923 福岡県大野城市雑餉隈町１丁目８番１１号
7821,第３種,令和01年08月15日,株式会社友林,株式会社友林,ＡＮＴＡ,17,duplicate_name,3,,,
7825,第３種,令和01年08月15日,株式会社ミライズ(未来旅行),株式会社ミライズ,ＡＮＴＡ,17,duplicate_name,143,,,
7826,第３種,令和01年08月15日,株式会社協和企画,株式会社協和企画,,17,duplicate_name,6,,,
7829,第３種,令和01年08月22日,株式会社エデューズ,株式会社エデューズ,ＡＮＴＡ,17,unique_match,1,株式会社エデューズ,3020001110925,〒230-0003 神奈川県横浜市鶴見区尻手１丁目１番１８－１３１６号
7831,第２種,令和01年08月22日,ジールツアー株式会社,ジールツアー株式会社,ＡＮＴＡ,17,unique_match,1,ジールツアー株式会社,2010401145151,〒108-0022 東京都港区海岸３丁目３３番１７号
7833,第２種,令和01年08月22日,ソウ・エクスペリエンス株式会社,ソウ・エクスペリエンス株式会社,ＡＮＴＡ,17,unique_match,1,ソウ・エクスペリエンス株式会社,2010701024245,〒151-0051 東京都渋谷区千駄ヶ谷３丁目６０番５号オー・アール・ディ原宿ビルＢ１Ｆ
7834,第２種,令和01年08月29日,合同会社ＡＣＴ(あばれんぼキャンプツアーズ),合同会社ＡＣＴ,ＡＮＴＡ,17,duplicate_name,22,,,
7840,第３種,令和01年09月05日,大和自動車交通株式会社,大和自動車交通株式会社,,17,duplicate_name,3,,,
7841,第２種,令和01年09月05日,株式会社産業経済新聞社,株式会社産業経済新聞社,ＪＡＴＡ,18,unique_match,1,株式会社産業経済新聞社,4010001017427,〒100-0004 東京都千代田区大手町１丁目７番２号
7842,第３種,令和01年09月05日,ＪＡＬビジネスアビエーション株式会社,ＪＡＬビジネスアビエーション株式会社,ＪＡＴＡ,18,unique_match,1,ＪＡＬビジネスアビエーション株式会社,7010701036962,〒144-0041 東京都大田区羽田空港１丁目１１番２号日本航空羽田整備ビル７階
7843,第３種,令和01年09月05日,丸紅エアロスペース株式会社,丸紅エアロスペース株式会社,,18,unique_match,1,丸紅エアロスペース株式会社,7010001029485,〒100-0006 東京都千代田区有楽町１丁目１番３号
7848,第２種,令和01年10月03日,インタセクト・コミュニケーションズ株式会社,インタセクト・コミュニケーションズ株式会社,,18,unique_match,1,インタセクト・コミュニケーションズ株式会社,6010001125005,〒101-0052 東京都千代田区神田小川町３丁目１番地
7849,第３種,令和01年09月26日,株式会社ＭＡＮＧＯＳＴＥＥＮ(万珍旅行),株式会社ＭＡＮＧＯＳＴＥＥＮ,ＡＮＴＡ,18,unique_match,1,株式会社ＭＡＮＧＯＳＴＥＥＮ,8010901018479,〒155-0032 東京都世田谷区代沢４丁目２９番１０号
7850,第２種,令和01年09月26日,株式会社イメルションジャポン,株式会社イメルションジャポン,ＡＮＴＡ,18,unique_match,1,株式会社イメルションジャポン,6010901043883,〒157-0061 東京都世田谷区北烏山６丁目１１号３番地エルザ世田谷２２４
7851,第３種,令和01年10月03日,アクティブツアーズ株式会社,アクティブツアーズ株式会社,ＪＡＴＡ,18,unique_match,1,アクティブツアーズ株式会社,1012401034104,〒180-0011 東京都武蔵野市八幡町２丁目３番７号
7852,第３種,平成28年03月02日,日本八爪魚国際旅行株式会社,日本八爪魚国際旅行株式会社,,18,unique_match,1,日本八爪魚国際旅行株式会社,3040001092451,〒111-0041 東京都台東区元浅草１丁目２０番５号６０１号
7856,第３種,令和01年10月03日,ＧＮＵ株式会社,ＧＮＵ株式会社,,18,unique_match,1,ＧＮＵ株式会社,5010001094498,〒105-0003 東京都港区西新橋１丁目１４番２号
7858,第３種,令和01年10月10日,熱田　和子(全国ネットツーリスト),熱田　和子,,18,not_found,0,,,
7860,第３種,令和01年10月10日,ヒコシンラボ株式会社,ヒコシンラボ株式会社,,18,unique_match,1,ヒコシンラボ株式会社,7011703002333,〒132-0024 東京都江戸川区一之江８丁目１９番６号
7863,第３種,令和01年10月24日,株式会社ＣＨＳ(易游日本),株式会社ＣＨＳ,ＡＮＴＡ,18,duplicate_name,5,,,
7864,地域限定,令和01年10月31日,一般社団法人としまアートカルチャーまちづくり協議会,一般社団法人としまアートカルチャーまちづくり協議会,ＡＮＴＡ,18,unique_match,1,一般社団法人としまアートカルチャーまちづくり協議会,6013305002786,〒171-0022 東京都豊島区南池袋２丁目１８番９－８０３号
